transaction_id,amount,transactions_24h,risk_score,geo_distance_km,device_age_days,hour_deviation,is_anomaly,anomaly_type
TRN000687,130.0799,2.0,14.2581,99.4983,259.0745,1.5363,0,Normal
TRN000688,111.6613,8.0,27.8229,26.822,317.2398,0.8217,0,Normal
TRN000689,73.4441,4.0,20.831,50.8901,429.6526,1.8556,0,Normal
TRN000690,76.2323,3.0,22.2444,55.5586,824.3834,1.0864,0,Normal
TRN000691,60.7636,4.0,23.6092,40.2567,384.7836,0.7902,0,Normal
TRN000692,116.4496,2.0,19.505,45.7412,156.2679,3.0085,0,Normal
TRN000693,94.2605,5.0,28.2737,16.3652,308.8304,0.0574,0,Normal
TRN000694,59.5107,1.0,13.7083,11.8627,387.8104,0.6905,0,Normal
TRN000695,62.4303,2.0,9.9649,9.5037,599.029,3.951,0,Normal
TRN000696,46.269,5.0,23.5047,34.6637,563.6055,2.1405,0,Normal
TRN000697,146.5833,2.0,20.7623,26.1978,302.4808,2.8435,0,Normal
TRN000698,93.2991,1.0,19.2501,32.8255,340.2072,1.5767,0,Normal
TRN000699,55.7024,2.0,10.6273,7.9431,365.7753,3.8247,0,Normal
TRN000700,144.3983,3.0,30.5079,13.7084,340.9308,0.1574,0,Normal
TRN000701,73.7603,8.0,30.1341,49.8609,308.5432,1.4357,0,Normal
TRN000702,42.6075,4.0,18.0513,29.5772,693.5218,0.3756,0,Normal
TRN000703,156.2625,2.0,15.7919,28.1688,223.0161,0.8799,0,Normal
TRN000704,69.4161,5.0,27.3153,21.0363,513.4719,0.6929,0,Normal
TRN000705,79.8102,4.0,15.2845,12.5712,465.5431,2.0739,0,Normal
TRN000706,91.3519,2.0,29.5041,59.9582,302.364,0.2152,0,Normal
TRN000707,167.868,2.0,17.8094,67.2032,215.2659,4.4779,0,Normal
TRN000708,97.78,2.0,27.0248,27.0952,329.3182,2.2955,0,Normal
TRN000709,47.8132,4.0,18.7511,22.9034,439.1242,0.8005,0,Normal
TRN000710,131.1743,9.0,37.9948,70.7018,57.9022,0.0662,0,Normal
TRN000711,71.6029,3.0,15.3318,14.0847,167.38,3.9607,0,Normal
TRN000712,275.6907,8.0,33.7434,17.3061,77.1129,0.5966,0,Normal
TRN000713,89.0395,3.0,23.6401,48.1567,379.031,1.751,0,Normal
TRN000714,27.3494,4.0,22.2676,17.0512,370.1048,2.4326,0,Normal
TRN000715,112.6097,3.0,25.9451,25.8584,178.1309,0.2729,0,Normal
TRN000716,257.8201,3.0,23.0863,2.2368,206.1784,1.0719,0,Normal
TRN000717,207.9583,1.0,21.2026,68.3431,359.4033,0.9402,0,Normal
TRN000718,266.9085,10.0,42.5837,45.2069,128.5687,1.4793,0,Normal
TRN000719,52.4253,5.0,17.8086,57.0014,452.8674,0.5111,0,Normal
TRN000720,147.2143,1.0,21.5152,10.8516,284.3976,0.991,0,Normal
TRN000721,62.5717,6.0,22.0942,78.9484,317.7322,1.2448,0,Normal
TRN000722,113.693,4.0,23.0086,23.9421,332.1281,0.9097,0,Normal
TRN000723,42.5239,2.0,16.9111,60.59,157.9431,0.4949,0,Normal
TRN000724,61.4575,3.0,14.7096,33.9396,333.0526,1.1681,0,Normal
TRN000725,61.7015,1.0,14.3561,46.7617,425.3503,2.0851,0,Normal
TRN000726,168.8362,7.0,29.1339,35.979,217.4713,2.9169,0,Normal
TRN000727,147.6981,2.0,19.6558,16.9353,204.2598,1.1695,0,Normal
TRN000728,114.1488,4.0,29.8589,4.9347,797.8579,5.4759,0,Normal
TRN000729,42.2187,3.0,23.0274,63.9614,192.7941,0.1707,0,Normal
TRN000730,74.8126,3.0,20.5683,50.6233,254.8969,2.0815,0,Normal
TRN000731,63.7142,6.0,19.4143,63.9025,630.3137,0.7774,0,Normal
TRN000732,151.4388,2.0,16.1802,6.4942,123.4954,0.8247,0,Normal
TRN000733,184.7642,5.0,35.8358,17.7872,298.0712,0.1222,0,Normal
TRN000734,165.6018,3.0,17.2466,5.6945,420.7063,0.3566,0,Normal
TRN000735,62.7489,5.0,22.2655,14.7482,307.9879,1.5392,0,Normal
TRN000736,20.9214,4.0,20.537,56.332,112.772,2.8302,0,Normal
TRN000737,37.1186,4.0,17.7425,46.3684,167.2315,1.21,0,Normal
TRN000738,214.8188,3.0,19.0076,41.8472,102.7008,3.2772,0,Normal
TRN000739,69.97,1.0,12.0245,17.8983,287.5127,0.0659,0,Normal
TRN000740,56.7193,1.0,12.7527,1.217,388.4458,3.0558,0,Normal
TRN000741,245.8406,5.0,24.557,7.5736,216.5122,5.9712,0,Normal
TRN000742,202.4061,8.0,37.7228,21.0347,264.9091,0.9841,0,Normal
TRN000743,90.3525,5.0,22.6167,9.438,264.1488,2.3946,0,Normal
TRN000744,73.7041,1.0,13.4606,51.0208,577.5683,0.5311,0,Normal
TRN000745,87.4874,6.0,24.5968,80.6962,356.6391,2.198,0,Normal
TRN000746,112.3083,3.0,23.7706,33.7351,332.3797,2.4778,0,Normal
TRN000747,254.9393,7.0,29.6998,6.4055,530.2632,4.544,0,Normal
TRN000748,121.6797,2.0,23.7687,65.6414,141.2215,0.0736,0,Normal
TRN000749,136.8033,4.0,16.4324,28.1871,354.1668,0.9761,0,Normal
TRN000750,170.4733,3.0,28.3231,25.1815,236.3291,1.4235,0,Normal
TRN000751,49.2022,4.0,19.6773,39.2412,618.3439,5.014,0,Normal
TRN000752,139.4938,5.0,24.1422,7.9267,532.4771,0.0793,0,Normal
TRN000753,75.829,1.0,12.6889,18.1635,236.2072,2.3075,0,Normal
TRN000754,27.049,8.0,18.8075,23.7682,273.5685,1.2867,0,Normal
TRN000755,32.7699,7.0,15.3136,31.4961,186.356,3.7628,0,Normal
TRN000756,57.4407,9.0,23.6965,34.0599,489.3439,1.4787,0,Normal
TRN000757,119.8811,2.0,22.1342,39.189,435.1999,0.5354,0,Normal
TRN000758,104.9752,4.0,16.8677,15.1201,281.6634,0.7447,0,Normal
TRN000759,107.5858,5.0,15.5233,3.8258,280.0374,0.0949,0,Normal
TRN000760,280.7503,3.0,21.7809,20.8539,246.7925,3.7347,0,Normal
TRN000761,50.4482,5.0,19.3415,23.1366,598.6483,3.1389,0,Normal
TRN000762,95.7293,5.0,21.123,3.6078,295.0397,1.3687,0,Normal
TRN000763,115.6864,7.0,25.9046,14.3689,252.0046,3.2188,0,Normal
TRN000764,64.8295,4.0,25.4321,29.2565,464.6528,3.5244,0,Normal
TRN000765,96.9146,2.0,24.6383,16.5131,73.4656,0.2478,0,Normal
TRN000766,36.0069,1.0,24.7876,28.3131,271.03,0.0908,0,Normal
TRN000767,204.1245,4.0,17.0198,15.8686,497.7459,0.1014,0,Normal
TRN000768,62.5197,1.0,11.4088,41.4108,668.7239,1.29,0,Normal
TRN000769,269.7911,1.0,26.4351,10.2157,221.6597,1.0913,0,Normal
TRN000770,102.9185,7.0,23.832,25.4438,409.4117,2.6386,0,Normal
TRN000771,185.1113,8.0,34.7828,26.4721,220.8935,0.8748,0,Normal
TRN000772,99.2585,10.0,31.5096,49.5775,833.3098,1.1084,0,Normal
TRN000773,93.34,3.0,27.6629,19.0185,343.1366,1.852,0,Normal
TRN000774,74.0831,5.0,27.3065,79.9016,433.568,1.5162,0,Normal
TRN000775,99.9641,3.0,25.3038,77.7696,83.011,0.3277,0,Normal
TRN000776,112.7298,2.0,16.8862,10.9007,245.3075,1.8263,0,Normal
TRN000777,57.7461,1.0,15.0338,24.8334,465.8583,1.7202,0,Normal
TRN000778,89.3784,2.0,16.602,7.1583,140.5395,1.8034,0,Normal
TRN000779,67.1161,5.0,14.3196,36.8912,342.6876,0.3939,0,Normal
TRN000780,312.4256,3.0,34.7937,16.3058,684.4703,0.2857,0,Normal
TRN000781,88.8084,3.0,23.3352,27.875,479.2022,2.0516,0,Normal
TRN000782,217.9292,3.0,22.4024,20.3863,417.0099,1.6867,0,Normal
TRN000783,94.9551,11.0,38.3464,142.9267,253.2197,2.809,0,Normal
TRN000784,114.0237,4.0,18.839,22.4581,162.2175,2.168,0,Normal
TRN000785,45.2639,2.0,7.3936,20.8146,306.7265,0.459,0,Normal
TRN000786,74.2094,5.0,27.1342,51.9895,442.7984,0.7119,0,Normal
TRN000787,105.306,6.0,18.2929,57.5284,186.358,2.7292,0,Normal
TRN000788,221.4247,1.0,20.271,31.2122,476.982,0.1301,0,Normal
TRN000789,100.476,2.0,19.5473,58.6955,352.6174,3.4074,0,Normal
TRN000790,198.6492,2.0,23.88,126.8879,204.6745,1.4134,0,Normal
TRN000791,128.2749,5.0,28.2316,19.4645,120.6807,1.0752,0,Normal
TRN000792,216.2704,1.0,23.9737,8.1057,139.0734,0.6114,0,Normal
TRN000793,93.3395,5.0,25.5163,34.718,300.5514,1.6345,0,Normal
TRN000794,356.3548,3.0,25.0187,54.7582,557.7727,2.3188,0,Normal
TRN000795,66.4614,3.0,20.2974,75.3729,206.3109,5.5397,0,Normal
TRN000796,60.9736,3.0,11.1063,39.6856,595.9525,1.0071,0,Normal
TRN000797,51.176,4.0,27.6018,25.9645,112.3332,2.2964,0,Normal
TRN000798,360.4372,3.0,22.1025,12.5351,327.7906,0.6246,0,Normal
TRN000799,156.5854,5.0,23.2483,64.1505,310.5704,2.1458,0,Normal
TRN000800,78.0239,4.0,14.1365,32.5095,390.1251,4.3954,0,Normal
TRN000801,178.4783,3.0,19.0959,3.9508,349.5927,0.1608,0,Normal
TRN000802,129.8019,3.0,21.1102,99.3415,251.4406,2.3379,0,Normal
TRN000803,281.4204,6.0,28.2059,8.6423,252.4946,4.8383,0,Normal
TRN000804,40.8239,1.0,20.6501,55.513,505.2042,0.8042,0,Normal
TRN000805,87.8617,2.0,19.2097,30.4323,337.0218,0.0961,0,Normal
TRN000806,77.77,8.0,24.4074,4.3459,80.3646,1.8049,0,Normal
TRN000807,31.3735,2.0,15.4302,23.5352,265.1116,2.3684,0,Normal
TRN000808,158.3588,3.0,28.1411,19.5127,277.8497,0.0776,0,Normal
TRN000809,79.2914,6.0,28.3196,5.6904,277.0088,0.9677,0,Normal
TRN000810,142.2706,4.0,17.2856,36.8182,467.6782,3.4348,0,Normal
TRN000811,338.8976,6.0,29.4582,49.91,231.6399,0.5412,0,Normal
TRN000812,74.8193,1.0,18.4926,24.9206,364.9832,2.3875,0,Normal
TRN000813,75.293,2.0,19.4021,19.0591,690.6195,0.5257,0,Normal
TRN000814,97.3285,2.0,13.1546,39.0035,559.8261,3.6539,0,Normal
TRN000815,156.0288,2.0,24.2066,0.5872,220.396,1.6981,0,Normal
TRN000816,69.7418,4.0,15.9866,17.2138,342.1441,1.702,0,Normal
TRN000817,64.7615,1.0,22.2858,18.3786,57.6256,1.709,0,Normal
TRN000818,169.6877,2.0,23.5863,25.5953,429.974,2.2607,0,Normal
TRN000819,117.0348,1.0,11.9366,5.2808,155.5731,0.2333,0,Normal
TRN000820,28.8186,3.0,14.8633,2.6767,317.409,3.0968,0,Normal
TRN000821,46.5228,2.0,13.896,9.5366,295.0543,3.5697,0,Normal
TRN000822,234.7753,9.0,34.5165,36.3764,545.0151,0.8043,0,Normal
TRN000823,110.5888,1.0,16.3507,18.1031,366.4636,2.4235,0,Normal
TRN000824,56.5503,1.0,9.7518,9.4715,293.8677,0.0518,0,Normal
TRN000825,78.8578,3.0,12.2887,88.7851,445.2046,1.8542,0,Normal
TRN000826,94.3977,4.0,24.049,19.0441,590.5367,0.5252,0,Normal
TRN000827,140.4695,5.0,25.8476,25.7235,68.086,1.677,0,Normal
TRN000828,44.0454,2.0,17.0693,63.4557,227.4317,0.1383,0,Normal
TRN000829,63.6778,4.0,21.5824,28.865,701.0127,0.5534,0,Normal
TRN000830,98.6437,4.0,18.3579,38.7071,876.3778,1.0265,0,Normal
TRN000831,90.6205,2.0,19.0917,11.9436,203.9183,0.9323,0,Normal
TRN000832,142.1566,4.0,35.668,26.8821,500.7058,3.1582,0,Normal
TRN000833,45.1432,1.0,20.9528,80.9994,203.6019,0.6556,0,Normal
TRN000834,111.6367,2.0,17.4652,35.0127,172.7511,2.6873,0,Normal
TRN000835,164.3253,2.0,18.1345,31.1749,300.0785,3.1576,0,Normal
TRN000836,117.1177,3.0,6.2969,20.7318,531.2068,1.1733,0,Normal
TRN000837,99.2856,3.0,25.3185,7.0444,280.0822,0.5497,0,Normal
TRN000838,97.4593,11.0,35.8441,58.6098,527.5474,0.8499,0,Normal
TRN000839,67.0227,14.0,32.6267,24.0689,553.1388,2.9643,0,Normal
TRN000840,88.3588,3.0,12.434,13.6542,246.5673,0.7115,0,Normal
TRN000841,213.262,8.0,25.6878,6.2228,242.6469,2.1043,0,Normal
TRN000842,87.806,1.0,18.7952,32.4613,284.1403,0.9686,0,Normal
TRN000843,64.5925,9.0,27.314,8.3396,323.7078,3.1118,0,Normal
TRN000844,71.0105,1.0,19.4433,58.9849,303.1922,0.342,0,Normal
TRN000845,105.2602,5.0,23.6163,14.4288,339.7807,3.1415,0,Normal
TRN000846,77.8128,5.0,27.0572,27.3667,256.4514,1.3477,0,Normal
TRN000847,155.8173,8.0,31.3015,34.4769,163.7211,0.7868,0,Normal
TRN000848,131.4262,6.0,29.7439,31.4377,785.5804,0.9796,0,Normal
TRN000849,147.2939,2.0,9.7069,50.0329,227.3063,2.253,0,Normal
TRN000850,217.4351,7.0,23.9385,15.7036,118.4371,0.6431,0,Normal
TRN000851,158.7673,3.0,20.2351,25.872,463.2949,0.2217,0,Normal
TRN000852,54.5801,4.0,25.3081,40.3351,181.1844,0.3972,0,Normal
TRN000853,60.21,6.0,32.51,75.5672,439.53,1.0148,0,Normal
TRN000854,89.8977,7.0,24.8252,47.4238,221.7714,2.0859,0,Normal
TRN000855,74.1723,2.0,14.5381,54.1394,864.0566,1.6713,0,Normal
TRN000856,50.0649,5.0,11.4774,19.4743,638.6736,0.9333,0,Normal
TRN000857,74.8186,1.0,20.4365,34.9981,291.0051,2.4181,0,Normal
TRN000858,73.8756,3.0,16.3347,67.9384,417.4554,1.8327,0,Normal
TRN000859,59.7223,1.0,30.382,24.8152,374.4599,1.485,0,Normal
TRN000860,81.8549,4.0,17.1679,35.1598,217.3519,0.2556,0,Normal
TRN000861,170.7111,2.0,31.5013,4.6673,454.722,2.0936,0,Normal
TRN000862,97.9267,2.0,22.1693,43.333,338.3127,2.3403,0,Normal
TRN000863,363.1942,4.0,25.5705,30.9119,363.6567,1.783,0,Normal
TRN000864,103.2426,4.0,22.7742,41.195,435.4351,0.1095,0,Normal
TRN000865,77.0586,3.0,23.054,19.8838,307.6173,0.8675,0,Normal
TRN000866,98.6706,2.0,17.3272,3.3927,202.2584,2.1956,0,Normal
TRN000867,101.4134,4.0,25.7394,44.8833,417.4792,1.6053,0,Normal
TRN000868,116.3831,3.0,24.6532,13.5377,475.4769,4.5714,0,Normal
TRN000869,284.6409,3.0,29.4441,5.3234,476.7492,0.3533,0,Normal
TRN000870,58.6248,2.0,16.9695,29.2425,482.0182,0.2997,0,Normal
TRN000871,152.4794,4.0,17.4621,82.521,390.3891,3.0858,0,Normal
TRN000872,99.9874,2.0,18.1156,11.6674,122.4033,0.3519,0,Normal
TRN000873,41.1944,5.0,21.8221,14.0652,884.4995,2.3777,0,Normal
TRN000874,143.4532,6.0,16.6406,46.575,473.671,3.9063,0,Normal
TRN000875,173.7635,2.0,21.9279,21.5255,264.4014,0.8852,0,Normal
TRN000876,53.902,2.0,16.4026,44.7654,510.0955,0.7935,0,Normal
TRN000877,93.0409,6.0,17.7733,20.5453,169.7843,2.1628,0,Normal
TRN000878,35.7983,3.0,16.0879,17.7972,440.972,1.5394,0,Normal
TRN000879,46.5571,3.0,16.5703,12.2333,279.3123,1.3521,0,Normal
TRN000880,166.2533,3.0,31.9693,33.1022,175.1474,2.1221,0,Normal
TRN000881,73.3242,2.0,18.6669,12.1584,173.5269,0.95,0,Normal
TRN000882,53.9266,5.0,26.5677,16.8523,405.7288,4.2864,0,Normal
TRN000883,100.7776,1.0,16.4381,58.3024,431.0983,2.8844,0,Normal
TRN000884,66.4903,1.0,6.4576,107.7764,194.9272,1.6753,0,Normal
TRN000885,68.6109,4.0,23.7631,36.4338,281.4373,0.6273,0,Normal
TRN000886,142.8478,5.0,21.2087,59.9474,385.0214,0.362,0,Normal
TRN000887,53.4982,8.0,24.1944,18.7069,243.7961,0.0947,0,Normal
TRN000888,55.6098,3.0,13.1815,20.969,807.5549,2.2121,0,Normal
TRN000889,92.739,1.0,17.1097,30.3491,408.3838,3.8774,0,Normal
TRN000890,148.307,3.0,27.0166,13.7302,308.0255,2.0048,0,Normal
TRN000891,177.5058,3.0,27.3764,17.5739,549.9185,1.6525,0,Normal
TRN000892,63.0869,2.0,25.139,43.6281,426.2041,2.8932,0,Normal
TRN000893,153.3901,3.0,30.5084,26.368,386.851,1.7606,0,Normal
TRN000894,60.9153,5.0,11.4027,22.8956,412.358,0.8361,0,Normal
TRN000895,251.2963,2.0,17.8273,21.9672,479.8381,2.0548,0,Normal
TRN000896,53.5697,6.0,13.834,9.6099,231.534,1.0861,0,Normal
TRN000897,187.832,4.0,27.7338,29.4557,104.9513,0.1636,0,Normal
TRN000898,62.5337,2.0,13.7233,13.7391,573.5977,0.5653,0,Normal
TRN000899,291.1919,4.0,25.7458,4.6082,338.9597,2.0945,0,Normal
TRN000900,121.1129,2.0,18.156,8.2638,255.4893,0.2819,0,Normal
TRN000901,54.7293,4.0,21.8284,22.3199,201.7767,0.7977,0,Normal
TRN000902,70.6062,3.0,11.5446,40.9916,187.3623,2.5464,0,Normal
TRN000903,142.6414,5.0,18.1981,49.3266,358.1169,0.4297,0,Normal
TRN000904,185.5713,4.0,24.5015,6.2992,322.1453,1.4332,0,Normal
TRN000905,87.2195,2.0,24.0464,37.9565,553.6083,0.2478,0,Normal
TRN000906,110.7224,10.0,30.7483,86.0342,436.467,1.4462,0,Normal
TRN000907,140.2896,4.0,18.9518,51.1614,475.5452,0.3525,0,Normal
TRN000908,94.9139,1.0,6.0809,28.5556,538.9401,1.8268,0,Normal
TRN000909,46.1125,4.0,24.3773,30.458,368.03,1.5816,0,Normal
TRN000910,56.8795,1.0,11.8111,27.902,682.414,1.8157,0,Normal
TRN000911,102.6005,3.0,14.3538,16.4576,224.943,0.8062,0,Normal
TRN000912,186.8248,1.0,11.4622,52.9834,533.2438,2.2015,0,Normal
TRN000913,235.1685,2.0,16.0354,10.4728,104.1111,0.7702,0,Normal
TRN000914,139.2213,2.0,15.0667,29.7683,107.2674,3.3345,0,Normal
TRN000915,116.5396,6.0,23.8846,56.5349,167.2124,1.5841,0,Normal
TRN000916,152.0342,4.0,17.2775,28.8207,308.8099,0.4225,0,Normal
TRN000917,71.245,7.0,25.9221,5.7818,97.5239,0.1744,0,Normal
TRN000918,88.7286,4.0,19.8733,70.5383,303.391,0.7155,0,Normal
TRN000919,64.9805,5.0,32.8843,23.7637,263.4999,1.6139,0,Normal
TRN000920,43.5546,4.0,11.0022,7.366,844.1797,4.0174,0,Normal
TRN000921,110.5381,4.0,22.6762,91.4268,143.1307,0.2049,0,Normal
TRN000922,99.3459,2.0,19.3471,20.59,349.8892,0.0154,0,Normal
TRN000923,137.4834,6.0,20.6591,12.4312,431.3332,1.3415,0,Normal
TRN000924,122.7342,4.0,22.772,30.9409,109.2178,2.0068,0,Normal
TRN000925,105.9698,4.0,25.5569,8.3299,658.819,0.2526,0,Normal
TRN000926,144.5986,3.0,22.0434,16.4577,470.011,0.0551,0,Normal
TRN000927,90.5622,4.0,28.092,64.7606,577.1199,0.1738,0,Normal
TRN000928,120.2737,3.0,9.8211,21.0234,375.7266,3.3103,0,Normal
TRN000929,61.9844,2.0,12.9583,36.2656,212.2822,0.2526,0,Normal
TRN000930,115.1431,3.0,27.9053,66.8471,134.4975,0.1719,0,Normal
TRN000931,135.1777,4.0,27.2914,20.4639,492.0638,1.6306,0,Normal
TRN000932,66.4519,4.0,23.0284,11.9297,256.5764,0.3421,0,Normal
TRN000933,103.6819,8.0,33.7949,41.5705,88.8035,1.0787,0,Normal
TRN000934,74.1517,5.0,12.5125,7.0464,270.4601,2.5581,0,Normal
TRN000935,71.2934,5.0,25.9733,10.6812,320.9658,2.5423,0,Normal
TRN000936,52.1936,3.0,23.6486,5.6002,621.2264,0.2441,0,Normal
TRN000937,177.9249,2.0,17.9339,63.4512,283.1679,0.4632,0,Normal
TRN000938,167.3323,2.0,34.0028,27.0899,322.325,1.618,0,Normal
TRN000939,133.2927,12.0,35.647,42.7587,325.0997,0.2437,0,Normal
TRN000940,291.9504,9.0,24.7544,11.3928,526.8324,0.4182,0,Normal
TRN000941,85.3296,2.0,19.8929,35.1676,215.5294,1.4198,0,Normal
TRN000942,523.6033,6.0,35.7268,36.1182,401.5824,1.0376,0,Normal
TRN000943,84.9698,1.0,22.2989,91.1019,243.9685,0.4332,0,Normal
TRN000944,116.2457,11.0,35.3083,40.0396,613.8024,2.0422,0,Normal
TRN000945,76.4318,4.0,17.6855,49.2406,686.9913,1.2081,0,Normal
TRN000946,112.708,2.0,26.457,28.8482,350.7662,1.0679,0,Normal
TRN000947,151.0394,4.0,27.9836,0.7922,386.7825,0.0477,0,Normal
TRN000948,79.3391,1.0,12.1373,32.7748,286.7821,0.9544,0,Normal
TRN000949,254.1668,6.0,29.1356,22.1879,107.0208,1.8061,0,Normal
TRN000950,95.2743,1.0,19.4192,21.2788,326.6229,2.0264,0,Normal
TRN000951,100.9147,1.0,15.2107,17.1333,310.6677,0.2635,0,Normal
TRN000952,58.2688,1.0,13.8674,21.2786,266.8519,4.0516,0,Normal
TRN000953,121.1207,4.0,22.4228,14.3364,283.8003,1.1316,0,Normal
TRN000954,82.3543,2.0,12.5534,45.834,404.3911,2.6657,0,Normal
TRN000955,64.6341,3.0,7.5984,9.7407,387.2644,1.4144,0,Normal
TRN000956,66.7417,13.0,35.0316,82.8552,287.9166,1.5178,0,Normal
TRN000957,396.7253,4.0,21.9409,42.9805,642.4819,0.0097,0,Normal
TRN000958,94.91,8.0,22.3567,55.0473,97.2496,1.1777,0,Normal
TRN000959,41.9795,4.0,10.6114,10.4779,221.4891,4.0455,0,Normal
TRN000960,65.2552,4.0,12.0417,16.0743,491.6732,2.2682,0,Normal
TRN000961,101.3264,7.0,28.1782,27.9416,117.4318,0.6272,0,Normal
TRN000962,127.311,4.0,21.3443,25.7955,96.1404,1.3706,0,Normal
TRN000963,121.0426,2.0,17.9445,43.0607,219.9461,1.4777,0,Normal
TRN000964,134.9391,2.0,13.1434,25.8814,312.9037,0.5869,0,Normal
TRN000965,65.4972,3.0,15.5132,85.9753,248.8791,2.5091,0,Normal
TRN000966,106.1207,2.0,20.5965,10.7023,357.7992,1.4362,0,Normal
TRN000967,57.0096,4.0,19.7349,8.6067,101.1827,1.3871,0,Normal
TRN000968,64.1448,1.0,19.8584,15.377,207.6329,5.8324,0,Normal
TRN000969,59.807,4.0,24.9187,21.315,451.9783,1.1109,0,Normal
TRN000970,48.7609,5.0,19.9455,58.5817,402.6631,1.1013,0,Normal
TRN000971,165.504,4.0,14.5314,34.432,230.0828,0.4111,0,Normal
TRN000972,135.8581,4.0,18.9718,1.366,344.6658,1.2617,0,Normal
TRN000973,162.1373,5.0,24.6864,23.0303,309.4036,1.1856,0,Normal
TRN000974,99.1903,6.0,20.5892,17.7371,314.2543,0.9921,0,Normal
TRN000975,136.7773,5.0,19.0141,23.6027,372.9915,1.933,0,Normal
TRN000976,33.809,2.0,16.5321,21.3278,708.4464,1.7363,0,Normal
TRN000977,161.2853,4.0,35.7965,77.326,716.5619,1.6951,0,Normal
TRN000978,100.9525,2.0,16.0924,52.3109,118.9455,4.2161,0,Normal
TRN000979,124.0178,2.0,19.3266,16.1297,279.2844,3.9378,0,Normal
TRN000980,118.3372,3.0,14.0816,25.4861,162.3802,1.6019,0,Normal
TRN000981,55.8603,3.0,24.6721,19.8566,389.6607,0.0774,0,Normal
TRN000982,38.3877,2.0,20.7173,2.4705,287.7573,0.1118,0,Normal
TRN000983,64.0727,6.0,27.2712,16.8209,537.6176,0.6475,0,Normal
TRN000984,133.4671,4.0,29.4703,17.0309,321.4137,0.3888,0,Normal
TRN000985,139.7464,4.0,20.7544,13.8041,656.9653,4.3736,0,Normal
TRN000986,45.7882,7.0,22.5905,16.3745,731.4173,3.0605,0,Normal
TRN000987,51.2311,1.0,23.8425,20.1954,644.4009,2.3549,0,Normal
TRN000988,64.0641,6.0,26.4059,36.6248,81.3852,3.3534,0,Normal
TRN000989,75.6532,3.0,8.0518,14.8575,370.7535,1.78,0,Normal
TRN000990,43.151,3.0,20.2844,64.9532,265.6198,0.0154,0,Normal
TRN000991,45.1531,6.0,19.6719,10.5786,288.0037,0.3981,0,Normal
TRN000992,65.6338,8.0,30.788,57.1956,491.7699,0.9857,0,Normal
TRN000993,110.8503,10.0,32.9207,32.2486,275.6724,3.4856,0,Normal
TRN000994,53.219,6.0,14.16,7.8364,332.1892,0.0225,0,Normal
TRN000995,87.2688,4.0,22.3986,19.7497,342.1264,0.159,0,Normal
TRN000996,170.916,5.0,26.5352,79.4007,97.2481,0.1609,0,Normal
TRN000997,47.906,5.0,22.994,80.982,253.4614,2.735,0,Normal
TRN000998,84.0877,5.0,25.3207,37.4219,557.2571,0.8938,0,Normal
TRN000999,165.5986,5.0,32.7758,32.6802,88.1473,2.1196,0,Normal
TRN001000,78.1771,6.0,25.8056,35.7721,427.8697,0.8147,0,Normal
TRN001001,68.0251,1.0,15.9954,19.3168,195.5646,0.4584,0,Normal
TRN001002,171.1323,2.0,26.7295,11.2535,262.304,5.3781,0,Normal
TRN001003,77.3792,2.0,28.922,26.4376,471.6844,1.8491,0,Normal
TRN001004,178.3933,6.0,31.8191,33.615,169.8721,1.5469,0,Normal
TRN001005,118.4777,4.0,23.1778,38.7447,274.8973,0.4865,0,Normal
TRN001006,79.016,8.0,28.9282,37.5927,119.1876,4.0246,0,Normal
TRN001007,126.81,5.0,25.2186,45.1378,397.7846,0.7735,0,Normal
TRN001008,109.4339,3.0,20.4228,103.1429,208.7513,1.2023,0,Normal
TRN001009,171.7436,6.0,37.8369,31.4219,138.0803,1.0114,0,Normal
TRN001010,70.7363,2.0,13.7305,62.5503,321.572,2.1166,0,Normal
TRN001011,90.4407,3.0,25.44,39.8309,115.9445,1.7378,0,Normal
TRN001012,99.4305,5.0,22.3508,110.7501,258.1937,0.5513,0,Normal
TRN001013,134.3247,4.0,15.2993,27.9326,198.2483,1.9148,0,Normal
TRN001014,49.59,1.0,14.2941,25.5115,359.254,0.4662,0,Normal
TRN001015,155.81,2.0,17.7195,59.7582,363.456,0.4135,0,Normal
TRN001016,115.2076,2.0,21.9202,59.8123,218.0309,2.7444,0,Normal
TRN001017,45.4772,3.0,18.5482,20.7182,648.6598,3.9649,0,Normal
TRN001018,179.2316,6.0,22.163,38.744,542.8373,2.5916,0,Normal
TRN001019,314.1001,1.0,31.8485,45.4809,182.2652,4.9932,0,Normal
TRN001020,168.4455,5.0,30.8463,43.5993,936.8632,2.4166,0,Normal
TRN001021,209.1468,3.0,31.7504,35.8148,460.1507,0.1935,0,Normal
TRN001022,99.8552,2.0,19.6798,4.1018,380.1427,1.9326,0,Normal
TRN001023,38.4212,7.0,23.6661,44.072,393.5131,0.2185,0,Normal
TRN001024,35.2022,3.0,21.2499,45.6007,155.1488,2.0464,0,Normal
TRN001025,98.9745,2.0,15.5767,36.9288,588.7302,0.2535,0,Normal
TRN001026,66.2874,3.0,19.4704,18.8136,97.7146,0.8198,0,Normal
TRN001027,51.9188,1.0,14.4388,73.8935,392.3303,0.527,0,Normal
TRN001028,90.569,3.0,12.3647,11.0419,546.6147,0.6754,0,Normal
TRN001029,131.2294,5.0,24.7303,60.595,190.8337,3.3695,0,Normal
TRN001030,44.9375,2.0,14.368,10.902,477.2094,3.2488,0,Normal
