invoice_no,customer_id,invoice_date,product_code,quantity,unit_price,is_cancelled,known_profile
INV004334,CU0575,2025-04-27,P005,1,155.9,False,Sampiyon
INV003597,CU0475,2025-04-27,P021,5,36.32,False,Sampiyon
INV004047,CU0535,2025-04-27,P076,2,62.0,False,Potansiyel
INV002116,CU0279,2025-04-27,P157,2,234.59,False,Sampiyon
INV002116,CU0279,2025-04-27,P030,2,55.39,False,Sampiyon
INV003546,CU0469,2025-04-27,P095,2,160.33,False,Sampiyon
INV004047,CU0535,2025-04-27,P064,2,53.83,False,Potansiyel
INV002116,CU0279,2025-04-27,P142,1,74.22,False,Sampiyon
INV002753,CU0360,2025-04-27,P128,3,27.32,False,Sadik
INV002921,CU0380,2025-04-27,P151,3,50.35,False,Uykuda
INV002921,CU0380,2025-04-27,P137,2,11.49,False,Uykuda
INV002921,CU0380,2025-04-27,P105,1,36.74,False,Uykuda
INV002772,CU0362,2025-04-27,P024,4,59.27,False,Sampiyon
INV002772,CU0362,2025-04-27,P071,5,30.94,False,Sampiyon
INV002921,CU0380,2025-04-27,P078,5,5.0,False,Uykuda
INV004439,CU0587,2025-04-27,P019,2,11.84,False,Sadik
INV000441,CU0060,2025-04-27,P110,4,38.24,False,Riskli
INV004047,CU0535,2025-04-27,P022,3,10.04,False,Potansiyel
INV002642,CU0340,2025-04-27,P116,3,72.55,False,Uykuda
INV002772,CU0362,2025-04-27,P170,1,11.04,False,Sampiyon
INV000021,CU0003,2025-04-27,P131,4,5.0,False,Sampiyon
INV002772,CU0362,2025-04-27,P011,5,40.82,False,Sampiyon
INV001355,CU0184,2025-04-28,P007,4,15.13,False,Sampiyon
INV000651,CU0088,2025-04-28,P139,4,38.89,False,Riskli
INV004398,CU0581,2025-04-28,P175,2,35.38,False,Riskli
INV000651,CU0088,2025-04-28,P174,3,34.35,False,Riskli
INV004399,CU0581,2025-04-28,P107,1,59.9,False,Riskli
INV004398,CU0581,2025-04-28,P084,1,96.46,False,Riskli
INV002348,CU0304,2025-04-28,P035,4,8.24,False,Riskli
INV002348,CU0304,2025-04-28,P178,3,27.28,False,Riskli
INV004398,CU0581,2025-04-28,P042,3,12.31,False,Riskli
INV004399,CU0581,2025-04-28,P081,3,16.26,False,Riskli
INV004399,CU0581,2025-04-28,P001,1,144.78,False,Riskli
INV002348,CU0304,2025-04-28,P113,5,25.59,False,Riskli
INV001355,CU0184,2025-04-28,P143,2,185.79,False,Sampiyon
INV001447,CU0200,2025-04-28,P107,4,18.52,False,Sampiyon
INV002310,CU0300,2025-04-28,P112,2,146.57,False,Sampiyon
INV004398,CU0581,2025-04-28,P023,3,16.19,False,Riskli
INV001447,CU0200,2025-04-28,P175,3,6.06,False,Sampiyon
INV002310,CU0300,2025-04-28,P007,4,14.24,False,Sampiyon
INV001355,CU0184,2025-04-28,P092,3,11.4,False,Sampiyon
INV002310,CU0300,2025-04-28,P009,3,28.28,False,Sampiyon
INV002310,CU0300,2025-04-28,P143,2,11.83,False,Sampiyon
INV002694,CU0351,2025-04-28,P023,4,13.97,False,Riskli
INV001447,CU0200,2025-04-28,P146,2,173.07,False,Sampiyon
INV001447,CU0200,2025-04-28,P034,1,328.22,False,Sampiyon
INV002694,CU0351,2025-04-28,P122,3,8.39,False,Riskli
INV002694,CU0351,2025-04-28,P028,4,74.95,False,Riskli
INV002348,CU0304,2025-04-28,P037,1,22.49,False,Riskli
INV002883,CU0375,2025-04-29,P105,2,305.92,False,Sampiyon
INV003317,CU0440,2025-04-29,P092,3,67.78,False,Sampiyon
INV003318,CU0440,2025-04-29,P162,2,82.95,False,Sampiyon
INV003318,CU0440,2025-04-29,P054,5,34.97,False,Sampiyon
INV002791,CU0363,2025-04-29,P004,2,180.16,False,Sampiyon
INV002791,CU0363,2025-04-29,P095,5,40.57,False,Sampiyon
INV002791,CU0363,2025-04-29,P140,5,30.42,False,Sampiyon
INV003409,CU0449,2025-04-29,P048,3,9.86,False,Riskli
INV003409,CU0449,2025-04-29,P031,5,15.98,False,Riskli
INV003409,CU0449,2025-04-29,P170,4,30.42,False,Riskli
INV003409,CU0449,2025-04-29,P035,4,5.0,False,Riskli
INV003317,CU0440,2025-04-29,P172,1,89.61,False,Sampiyon
INV000223,CU0033,2025-04-29,P078,1,269.1,False,Riskli
INV003318,CU0440,2025-04-29,P114,4,26.21,False,Sampiyon
INV003203,CU0423,2025-04-29,P061,2,7.11,False,Sadik
INV003318,CU0440,2025-04-29,P090,1,246.09,False,Sampiyon
INV002883,CU0375,2025-04-29,P035,1,5.3,False,Sampiyon
INV002526,CU0324,2025-04-29,P132,4,14.09,False,Sampiyon
INV002526,CU0324,2025-04-29,P056,5,32.43,False,Sampiyon
INV002526,CU0324,2025-04-29,P002,2,171.84,False,Sampiyon
INV002526,CU0324,2025-04-29,P109,1,138.38,False,Sampiyon
INV002527,CU0324,2025-04-29,P053,4,17.29,False,Sampiyon
INV002527,CU0324,2025-04-29,P071,4,92.72,False,Sampiyon
INV002527,CU0324,2025-04-29,P145,3,15.92,False,Sampiyon
INV002527,CU0324,2025-04-29,P003,4,50.64,False,Sampiyon
INV002448,CU0317,2025-04-29,P111,3,271.54,False,Sampiyon
INV003203,CU0423,2025-04-29,P084,3,125.43,False,Sadik
INV003291,CU0435,2025-04-29,P075,1,232.06,False,Sadik
INV003303,CU0436,2025-04-29,P044,2,21.84,False,Riskli
INV003291,CU0435,2025-04-29,P005,3,20.57,False,Sadik
INV003291,CU0435,2025-04-29,P127,5,14.84,False,Sadik
INV003291,CU0435,2025-04-29,P016,5,22.02,False,Sadik
INV003303,CU0436,2025-04-29,P162,3,61.17,False,Riskli
INV002634,CU0338,2025-04-29,P007,3,7.53,False,Riskli
INV002634,CU0338,2025-04-29,P153,5,36.0,False,Riskli
INV002634,CU0338,2025-04-29,P075,1,130.73,False,Riskli
INV000368,CU0050,2025-04-29,P030,2,197.28,False,Riskli
INV000684,CU0094,2025-04-29,P104,1,236.96,False,Sadik
INV000543,CU0075,2025-04-29,P077,1,487.69,False,Sadik
INV003317,CU0440,2025-04-29,P052,3,103.76,False,Sampiyon
INV000684,CU0094,2025-04-29,P111,1,84.31,False,Sadik
INV001493,CU0204,2025-04-29,P085,5,8.69,False,Potansiyel
INV001062,CU0146,2025-04-29,P157,3,83.44,False,Riskli
INV001062,CU0146,2025-04-29,P036,3,10.92,False,Riskli
INV004032,CU0533,2025-04-29,P128,1,360.61,False,Potansiyel
INV001062,CU0146,2025-04-29,P077,5,22.51,False,Riskli
INV001062,CU0146,2025-04-29,P123,2,5.0,False,Riskli
INV000911,CU0129,2025-04-29,P172,4,15.42,False,Sampiyon
INV003796,CU0504,2025-04-29,P070,1,39.78,False,Riskli
INV003796,CU0504,2025-04-29,P169,1,29.4,False,Riskli
INV003796,CU0504,2025-04-29,P158,5,11.7,False,Riskli
INV000911,CU0129,2025-04-29,P108,1,93.14,False,Sampiyon
INV000911,CU0129,2025-04-29,P068,5,45.96,False,Sampiyon
INV000911,CU0129,2025-04-29,P094,2,94.97,False,Sampiyon
INV001725,CU0233,2025-04-29,P145,1,23.18,False,Sadik
INV001725,CU0233,2025-04-29,P124,2,139.88,False,Sadik
INV001725,CU0233,2025-04-29,P135,2,17.68,False,Sadik
INV001748,CU0236,2025-04-29,P113,2,142.01,False,Riskli
INV003693,CU0489,2025-04-29,P130,1,205.79,False,Sadik
INV003693,CU0489,2025-04-29,P057,2,36.26,False,Sadik
INV003693,CU0489,2025-04-29,P133,5,12.52,False,Sadik
INV001493,CU0204,2025-04-29,P168,3,22.97,False,Potansiyel
INV001493,CU0204,2025-04-29,P082,3,43.52,False,Potansiyel
INV003796,CU0504,2025-04-29,P069,5,30.64,False,Riskli
INV003365,CU0445,2025-04-30,P152,3,155.46,False,Riskli
INV003646,CU0481,2025-04-30,P075,2,6.36,False,Riskli
INV002398,CU0310,2025-04-30,P092,2,18.36,False,Riskli
INV002398,CU0310,2025-04-30,P134,2,168.58,False,Riskli
INV001184,CU0163,2025-04-30,P070,4,5.0,False,Sampiyon
INV001335,CU0182,2025-04-30,P119,2,59.49,False,Riskli
INV001184,CU0163,2025-04-30,P067,1,212.32,False,Sampiyon
INV003646,CU0481,2025-04-30,P019,5,24.11,False,Riskli
INV003646,CU0481,2025-04-30,P146,5,16.9,False,Riskli
INV003646,CU0481,2025-04-30,P044,1,19.58,False,Riskli
INV001335,CU0182,2025-04-30,P093,1,201.4,False,Riskli
INV001335,CU0182,2025-04-30,P041,4,19.97,False,Riskli
INV001979,CU0264,2025-04-30,P067,3,106.56,False,Sadik
INV003839,CU0508,2025-04-30,P165,5,44.21,False,Sampiyon
INV003839,CU0508,2025-04-30,P169,3,97.19,False,Sampiyon
INV001184,CU0163,2025-04-30,P125,1,368.17,False,Sampiyon
INV004484,CU0593,2025-04-30,P152,1,122.02,False,Riskli
INV004484,CU0593,2025-04-30,P145,2,7.29,False,Riskli
INV001439,CU0199,2025-04-30,P167,2,38.7,False,Riskli
INV000930,CU0132,2025-04-30,P100,1,211.11,False,Sadik
INV004484,CU0593,2025-04-30,P006,3,25.85,False,Riskli
INV000713,CU0098,2025-04-30,P001,4,15.67,False,Sampiyon
INV000713,CU0098,2025-04-30,P035,2,25.45,False,Sampiyon
INV004484,CU0593,2025-04-30,P094,4,12.01,False,Riskli
INV000713,CU0098,2025-04-30,P009,5,117.34,False,Sampiyon
INV000417,CU0057,2025-04-30,P081,3,108.28,False,Sadik
INV000930,CU0132,2025-04-30,P029,5,24.65,False,Sadik
INV000417,CU0057,2025-04-30,P137,4,5.0,False,Sadik
INV000417,CU0057,2025-04-30,P166,2,5.0,False,Sadik
INV000930,CU0132,2025-04-30,P073,3,29.97,False,Sadik
INV003422,CU0452,2025-04-30,P005,1,117.69,False,Sadik
INV003258,CU0431,2025-04-30,P091,4,17.21,False,Sadik
INV003422,CU0452,2025-04-30,P164,4,23.84,False,Sadik
INV002419,CU0313,2025-04-30,P091,5,29.98,False,Riskli
INV002419,CU0313,2025-04-30,P132,4,29.42,False,Riskli
CINV002419,CU0313,2025-04-30,P091,-5,29.98,True,Riskli
INV002419,CU0313,2025-04-30,P124,4,15.8,False,Riskli
INV003437,CU0455,2025-04-30,P102,3,249.32,False,Sampiyon
INV000417,CU0057,2025-04-30,P068,5,20.85,False,Sadik
INV001439,CU0199,2025-04-30,P096,3,32.81,False,Riskli
INV001439,CU0199,2025-04-30,P166,4,13.6,False,Riskli
INV001439,CU0199,2025-04-30,P039,1,52.98,False,Riskli
INV003422,CU0452,2025-04-30,P098,2,135.95,False,Sadik
INV003258,CU0431,2025-04-30,P172,4,64.51,False,Sadik
INV003700,CU0490,2025-05-01,P065,3,20.18,False,Potansiyel
INV003700,CU0490,2025-05-01,P004,3,8.93,False,Potansiyel
INV003700,CU0490,2025-05-01,P032,1,179.63,False,Potansiyel
INV002653,CU0343,2025-05-01,P028,4,11.54,False,Potansiyel
INV000950,CU0133,2025-05-01,P069,5,38.96,False,Sampiyon
INV003274,CU0433,2025-05-01,P131,2,137.21,False,Potansiyel
INV001965,CU0262,2025-05-01,P036,4,22.0,False,Potansiyel
INV000652,CU0088,2025-05-01,P047,2,153.76,False,Riskli
INV001688,CU0227,2025-05-01,P011,5,77.83,False,Riskli
INV001080,CU0149,2025-05-01,P029,3,245.09,False,Sampiyon
INV000950,CU0133,2025-05-01,P128,4,40.83,False,Sampiyon
INV001965,CU0262,2025-05-01,P054,4,26.06,False,Potansiyel
INV001965,CU0262,2025-05-01,P168,5,5.0,False,Potansiyel
INV001711,CU0230,2025-05-01,P133,2,36.15,False,Sadik
INV001711,CU0230,2025-05-01,P071,5,42.97,False,Sadik
INV001711,CU0230,2025-05-01,P117,3,23.75,False,Sadik
INV001080,CU0149,2025-05-01,P004,1,96.64,False,Sampiyon
INV002653,CU0343,2025-05-01,P002,5,60.27,False,Potansiyel
INV001711,CU0230,2025-05-01,P076,5,21.04,False,Sadik
INV000950,CU0133,2025-05-01,P159,1,68.8,False,Sampiyon
INV002349,CU0304,2025-05-01,P060,5,44.54,False,Riskli
INV002500,CU0322,2025-05-01,P072,1,163.24,False,Sadik
INV003516,CU0465,2025-05-01,P059,5,145.23,False,Sampiyon
INV002500,CU0322,2025-05-01,P027,2,40.58,False,Sadik
INV003766,CU0499,2025-05-01,P105,4,24.33,False,Riskli
INV003766,CU0499,2025-05-01,P175,4,11.18,False,Riskli
INV003766,CU0499,2025-05-01,P118,3,66.65,False,Riskli
INV002500,CU0322,2025-05-01,P055,3,5.0,False,Sadik
INV003766,CU0499,2025-05-01,P074,2,9.96,False,Riskli
INV000950,CU0133,2025-05-01,P077,4,83.16,False,Sampiyon
INV002500,CU0322,2025-05-01,P066,1,158.09,False,Sadik
INV000832,CU0118,2025-05-02,P043,5,45.02,False,Sadik
INV000595,CU0083,2025-05-02,P158,4,126.1,False,Sadik
INV000369,CU0050,2025-05-02,P147,5,17.98,False,Riskli
INV000369,CU0050,2025-05-02,P006,3,35.29,False,Riskli
INV004070,CU0538,2025-05-02,P040,5,5.07,False,Potansiyel
INV000832,CU0118,2025-05-02,P001,5,16.05,False,Sadik
INV004070,CU0538,2025-05-02,P171,1,97.44,False,Potansiyel
INV003259,CU0431,2025-05-02,P126,2,101.27,False,Sadik
INV003259,CU0431,2025-05-02,P135,4,67.24,False,Sadik
INV004070,CU0538,2025-05-02,P070,2,32.97,False,Potansiyel
INV004070,CU0538,2025-05-02,P138,4,12.78,False,Potansiyel
INV002670,CU0346,2025-05-02,P127,4,104.74,False,Riskli
INV000459,CU0062,2025-05-02,P094,5,37.9,False,Potansiyel
INV004158,CU0547,2025-05-02,P048,5,5.0,False,Sadik
INV001113,CU0152,2025-05-02,P069,5,33.34,False,Sampiyon
INV004158,CU0547,2025-05-02,P049,5,69.11,False,Sadik
INV004158,CU0547,2025-05-02,P121,4,5.0,False,Sadik
INV004159,CU0547,2025-05-02,P087,2,16.09,False,Sadik
INV004159,CU0547,2025-05-02,P160,4,57.84,False,Sadik
INV004159,CU0547,2025-05-02,P109,5,5.49,False,Sadik
INV001113,CU0152,2025-05-02,P121,3,19.39,False,Sampiyon
INV004159,CU0547,2025-05-02,P160,5,9.1,False,Sadik
INV000759,CU0103,2025-05-02,P020,2,31.04,False,Riskli
INV000759,CU0103,2025-05-02,P176,2,67.15,False,Riskli
INV000759,CU0103,2025-05-02,P032,4,31.73,False,Riskli
INV000759,CU0103,2025-05-02,P035,3,16.83,False,Riskli
CINV001277,CU0176,2025-05-02,P055,-3,234.03,True,Sampiyon
CINV004158,CU0547,2025-05-02,P048,-5,5.0,True,Sadik
INV001277,CU0176,2025-05-02,P055,3,234.03,False,Sampiyon
INV001702,CU0229,2025-05-02,P053,3,111.86,False,Sadik
INV000832,CU0118,2025-05-02,P159,1,98.39,False,Sadik
INV001113,CU0152,2025-05-02,P042,1,79.8,False,Sampiyon
INV001336,CU0182,2025-05-02,P111,5,47.57,False,Riskli
INV003396,CU0448,2025-05-02,P068,5,5.81,False,Sadik
INV003396,CU0448,2025-05-02,P126,4,99.55,False,Sadik
INV002158,CU0282,2025-05-02,P086,5,95.7,False,Sadik
INV000164,CU0020,2025-05-02,P149,2,54.72,False,Riskli
INV000369,CU0050,2025-05-02,P156,5,6.58,False,Riskli
INV000164,CU0020,2025-05-02,P099,4,72.07,False,Riskli
INV001336,CU0182,2025-05-02,P122,2,74.06,False,Riskli
INV002561,CU0327,2025-05-02,P050,1,419.63,False,Sadik
INV003319,CU0440,2025-05-02,P072,4,162.5,False,Sampiyon
INV001113,CU0152,2025-05-02,P040,2,115.62,False,Sampiyon
INV000164,CU0020,2025-05-02,P102,1,17.4,False,Riskli
INV000459,CU0062,2025-05-02,P053,5,9.56,False,Potansiyel
INV000369,CU0050,2025-05-02,P071,5,18.09,False,Riskli
INV002117,CU0279,2025-05-02,P007,2,72.58,False,Sampiyon
INV000164,CU0020,2025-05-02,P132,2,15.92,False,Riskli
INV002117,CU0279,2025-05-02,P133,3,220.38,False,Sampiyon
INV002839,CU0370,2025-05-02,P107,3,102.89,False,Sadik
INV003319,CU0440,2025-05-02,P027,5,33.62,False,Sampiyon
INV002438,CU0316,2025-05-03,P143,5,48.33,False,Riskli
INV001476,CU0202,2025-05-03,P134,4,18.38,False,Riskli
INV002675,CU0347,2025-05-03,P085,2,32.5,False,Potansiyel
INV002675,CU0347,2025-05-03,P178,5,6.97,False,Potansiyel
INV001476,CU0202,2025-05-03,P131,1,45.45,False,Riskli
INV001476,CU0202,2025-05-03,P048,1,12.6,False,Riskli
INV002862,CU0373,2025-05-03,P096,1,60.83,False,Riskli
INV001842,CU0249,2025-05-03,P174,2,212.37,False,Riskli
INV003902,CU0516,2025-05-03,P025,3,107.38,False,Riskli
INV000392,CU0053,2025-05-03,P134,1,108.82,False,Riskli
INV000392,CU0053,2025-05-03,P082,1,68.5,False,Riskli
INV002862,CU0373,2025-05-03,P176,5,39.05,False,Riskli
INV002773,CU0362,2025-05-03,P043,3,172.08,False,Sampiyon
INV002773,CU0362,2025-05-03,P140,2,153.13,False,Sampiyon
INV000392,CU0053,2025-05-03,P075,5,19.74,False,Riskli
INV000392,CU0053,2025-05-03,P095,4,6.84,False,Riskli
INV002862,CU0373,2025-05-03,P131,4,7.84,False,Riskli
INV002675,CU0347,2025-05-03,P172,2,133.1,False,Potansiyel
INV003801,CU0505,2025-05-03,P031,3,78.36,False,Sampiyon
INV004359,CU0577,2025-05-03,P103,5,53.95,False,Sadik
INV002311,CU0300,2025-05-03,P094,1,102.04,False,Sampiyon
INV002311,CU0300,2025-05-03,P177,5,38.49,False,Sampiyon
INV002311,CU0300,2025-05-03,P084,4,51.32,False,Sampiyon
INV000022,CU0003,2025-05-03,P083,5,25.51,False,Sampiyon
INV003902,CU0516,2025-05-03,P105,1,5.0,False,Riskli
INV001527,CU0210,2025-05-03,P150,1,151.98,False,Sampiyon
INV000169,CU0021,2025-05-03,P033,1,305.8,False,Sadik
INV001527,CU0210,2025-05-03,P038,4,21.34,False,Sampiyon
INV001527,CU0210,2025-05-03,P081,4,45.94,False,Sampiyon
INV001527,CU0210,2025-05-03,P045,4,72.13,False,Sampiyon
INV000022,CU0003,2025-05-03,P056,2,41.43,False,Sampiyon
INV001476,CU0202,2025-05-03,P013,4,47.38,False,Riskli
INV000022,CU0003,2025-05-03,P098,5,56.53,False,Sampiyon
INV002420,CU0313,2025-05-03,P080,5,23.08,False,Riskli
INV002420,CU0313,2025-05-03,P067,4,39.42,False,Riskli
INV002420,CU0313,2025-05-03,P120,4,10.58,False,Riskli
INV003568,CU0471,2025-05-03,P151,3,36.37,False,Sadik
INV003568,CU0471,2025-05-03,P033,3,5.19,False,Sadik
INV003568,CU0471,2025-05-03,P114,3,67.52,False,Sadik
INV002430,CU0315,2025-05-03,P096,5,5.0,False,Potansiyel
INV002430,CU0315,2025-05-03,P163,2,52.26,False,Potansiyel
INV002430,CU0315,2025-05-03,P056,3,16.2,False,Potansiyel
INV003801,CU0505,2025-05-03,P108,3,120.3,False,Sampiyon
INV003568,CU0471,2025-05-03,P021,5,5.0,False,Sadik
INV002420,CU0313,2025-05-03,P043,2,14.17,False,Riskli
INV000659,CU0090,2025-05-03,P050,4,92.99,False,Sadik
INV004359,CU0577,2025-05-03,P045,3,22.85,False,Sadik
INV004359,CU0577,2025-05-03,P062,2,37.32,False,Sadik
INV002107,CU0277,2025-05-03,P081,4,18.69,False,Riskli
INV000707,CU0097,2025-05-03,P055,3,15.02,False,Uykuda
INV000707,CU0097,2025-05-03,P078,1,11.0,False,Uykuda
INV000707,CU0097,2025-05-03,P100,2,16.43,False,Uykuda
INV000707,CU0097,2025-05-03,P099,4,21.83,False,Uykuda
INV003188,CU0421,2025-05-03,P037,5,69.31,False,Potansiyel
INV004359,CU0577,2025-05-03,P173,1,98.72,False,Sadik
INV003188,CU0421,2025-05-03,P020,4,7.89,False,Potansiyel
INV002107,CU0277,2025-05-03,P022,5,18.85,False,Riskli
INV002107,CU0277,2025-05-03,P031,2,107.95,False,Riskli
INV000912,CU0129,2025-05-04,P059,3,33.84,False,Sampiyon
INV002762,CU0361,2025-05-04,P105,5,5.0,False,Sadik
INV002151,CU0281,2025-05-04,P136,5,88.81,False,Sampiyon
INV003578,CU0472,2025-05-04,P095,2,76.01,False,Sadik
INV000006,CU0001,2025-05-04,P127,3,33.79,False,Riskli
INV000624,CU0086,2025-05-04,P126,4,70.85,False,Sadik
INV002774,CU0362,2025-05-04,P036,4,193.76,False,Sampiyon
INV002151,CU0281,2025-05-04,P162,2,16.36,False,Sampiyon
INV002151,CU0281,2025-05-04,P017,1,71.93,False,Sampiyon
INV001782,CU0242,2025-05-04,P150,3,6.23,False,Sampiyon
INV003578,CU0472,2025-05-04,P027,2,87.7,False,Sadik
INV001874,CU0254,2025-05-04,P031,4,35.1,False,Riskli
INV002762,CU0361,2025-05-04,P028,5,18.52,False,Sadik
INV001874,CU0254,2025-05-04,P057,1,139.36,False,Riskli
INV004335,CU0575,2025-05-04,P143,5,93.16,False,Sampiyon
INV002762,CU0361,2025-05-04,P091,5,27.25,False,Sadik
INV002762,CU0361,2025-05-04,P113,1,33.74,False,Sadik
INV001356,CU0184,2025-05-04,P024,4,62.94,False,Sampiyon
INV000006,CU0001,2025-05-04,P120,4,11.85,False,Riskli
INV001356,CU0184,2025-05-04,P002,2,29.88,False,Sampiyon
INV004041,CU0534,2025-05-04,P120,3,137.4,False,Sadik
INV001356,CU0184,2025-05-04,P130,2,56.55,False,Sampiyon
INV001356,CU0184,2025-05-04,P068,4,13.87,False,Sampiyon
INV000006,CU0001,2025-05-04,P141,4,22.96,False,Riskli
INV004428,CU0585,2025-05-04,P044,2,127.72,False,Sadik
INV000006,CU0001,2025-05-04,P002,5,16.02,False,Riskli
INV001874,CU0254,2025-05-04,P109,2,5.0,False,Riskli
INV002289,CU0298,2025-05-04,P086,5,98.62,False,Sampiyon
INV004428,CU0585,2025-05-04,P010,2,6.26,False,Sadik
INV001134,CU0155,2025-05-04,P067,3,5.0,False,Potansiyel
INV004335,CU0575,2025-05-04,P069,4,6.3,False,Sampiyon
INV003116,CU0414,2025-05-04,P058,4,137.53,False,Sampiyon
INV000912,CU0129,2025-05-04,P148,1,663.69,False,Sampiyon
INV003116,CU0414,2025-05-04,P137,3,42.66,False,Sampiyon
INV001782,CU0242,2025-05-04,P010,5,94.96,False,Sampiyon
CINV000006,CU0001,2025-05-04,P127,-3,33.79,True,Riskli
INV002151,CU0281,2025-05-04,P126,1,41.08,False,Sampiyon
INV001782,CU0242,2025-05-04,P019,3,16.23,False,Sampiyon
INV001782,CU0242,2025-05-04,P012,5,8.86,False,Sampiyon
INV004335,CU0575,2025-05-04,P101,4,7.71,False,Sampiyon
INV001134,CU0155,2025-05-04,P074,3,42.89,False,Potansiyel
INV003578,CU0472,2025-05-04,P150,4,14.03,False,Sadik
INV001134,CU0155,2025-05-04,P018,1,41.84,False,Potansiyel
INV004335,CU0575,2025-05-04,P098,3,30.61,False,Sampiyon
INV002963,CU0387,2025-05-04,P031,1,235.85,False,Riskli
INV003220,CU0425,2025-05-05,P145,5,13.23,False,Riskli
INV003220,CU0425,2025-05-05,P101,4,46.29,False,Riskli
INV002746,CU0358,2025-05-05,P124,2,31.3,False,Riskli
INV003500,CU0463,2025-05-05,P071,5,42.93,False,Potansiyel
INV004321,CU0574,2025-05-05,P120,2,11.85,False,Sadik
INV003094,CU0410,2025-05-05,P062,5,5.0,False,Sadik
INV002746,CU0358,2025-05-05,P044,4,15.0,False,Riskli
INV003094,CU0410,2025-05-05,P115,4,76.41,False,Sadik
INV001337,CU0182,2025-05-05,P009,5,50.28,False,Riskli
INV004128,CU0543,2025-05-05,P121,1,119.64,False,Sadik
INV000190,CU0025,2025-05-05,P096,4,109.26,False,Riskli
INV004128,CU0543,2025-05-05,P112,5,44.87,False,Sadik
INV004321,CU0574,2025-05-05,P075,3,34.61,False,Sadik
INV004128,CU0543,2025-05-05,P160,1,5.0,False,Sadik
INV003500,CU0463,2025-05-05,P132,5,26.21,False,Potansiyel
INV002746,CU0358,2025-05-05,P164,5,38.65,False,Riskli
INV003939,CU0520,2025-05-05,P041,2,239.01,False,Sadik
INV004321,CU0574,2025-05-05,P009,1,189.2,False,Sadik
INV004321,CU0574,2025-05-05,P124,4,5.0,False,Sadik
INV003094,CU0410,2025-05-05,P067,2,5.0,False,Sadik
INV002746,CU0358,2025-05-05,P115,4,32.19,False,Riskli
INV000486,CU0065,2025-05-06,P093,1,125.24,False,Riskli
INV000485,CU0065,2025-05-06,P175,3,107.43,False,Riskli
INV002899,CU0376,2025-05-06,P036,1,185.69,False,Riskli
INV000393,CU0053,2025-05-06,P041,5,29.16,False,Riskli
INV000393,CU0053,2025-05-06,P054,3,5.0,False,Riskli
INV000486,CU0065,2025-05-06,P090,5,6.15,False,Riskli
INV000486,CU0065,2025-05-06,P144,1,38.68,False,Riskli
INV002813,CU0366,2025-05-06,P084,4,79.36,False,Sampiyon
INV002899,CU0376,2025-05-06,P159,1,15.07,False,Riskli
INV002813,CU0366,2025-05-06,P069,2,197.45,False,Sampiyon
INV000485,CU0065,2025-05-06,P076,2,64.02,False,Riskli
INV002899,CU0376,2025-05-06,P028,1,28.91,False,Riskli
INV000486,CU0065,2025-05-06,P053,2,27.53,False,Riskli
INV000393,CU0053,2025-05-06,P117,1,154.2,False,Riskli
INV003411,CU0450,2025-05-06,P114,4,103.86,False,Sadik
INV000165,CU0020,2025-05-06,P111,3,94.83,False,Riskli
INV002488,CU0321,2025-05-06,P129,2,283.13,False,Sampiyon
INV002215,CU0290,2025-05-06,P172,5,55.6,False,Sadik
INV003980,CU0527,2025-05-06,P102,1,418.45,False,Sampiyon
INV003980,CU0527,2025-05-06,P176,1,26.94,False,Sampiyon
INV003767,CU0499,2025-05-06,P169,5,36.54,False,Riskli
INV002215,CU0290,2025-05-06,P154,2,69.92,False,Sadik
INV000165,CU0020,2025-05-06,P067,1,120.25,False,Riskli
INV003980,CU0527,2025-05-06,P120,5,7.09,False,Sampiyon
INV003767,CU0499,2025-05-06,P057,5,26.73,False,Riskli
INV003744,CU0497,2025-05-07,P111,1,5.0,False,Riskli
INV000095,CU0009,2025-05-07,P086,5,92.82,False,Sampiyon
INV003744,CU0497,2025-05-07,P167,3,120.86,False,Riskli
INV002598,CU0330,2025-05-07,P010,5,46.6,False,Riskli
INV000354,CU0048,2025-05-07,P144,4,41.0,False,Sadik
INV002833,CU0369,2025-05-07,P096,3,121.84,False,Riskli
INV002605,CU0331,2025-05-07,P141,1,5.0,False,Riskli
INV002598,CU0330,2025-05-07,P128,3,33.33,False,Riskli
INV000224,CU0033,2025-05-07,P074,1,232.74,False,Riskli
INV001309,CU0179,2025-05-07,P160,2,395.83,False,Sampiyon
INV003744,CU0497,2025-05-07,P134,2,5.0,False,Riskli
INV002605,CU0331,2025-05-07,P158,2,132.89,False,Riskli
INV002605,CU0331,2025-05-07,P124,5,31.47,False,Riskli
INV000354,CU0048,2025-05-07,P047,5,58.25,False,Sadik
INV002605,CU0331,2025-05-07,P125,2,6.9,False,Riskli
INV003744,CU0497,2025-05-07,P028,4,6.99,False,Riskli
INV000095,CU0009,2025-05-07,P079,4,52.62,False,Sampiyon
INV004462,CU0591,2025-05-07,P079,2,5.0,False,Potansiyel
INV000563,CU0077,2025-05-07,P166,5,17.35,False,Sadik
INV004462,CU0591,2025-05-07,P062,3,14.53,False,Potansiyel
INV000596,CU0083,2025-05-07,P072,4,26.28,False,Sadik
INV000596,CU0083,2025-05-07,P153,1,5.0,False,Sadik
INV002754,CU0360,2025-05-07,P036,1,462.43,False,Sadik
INV002732,CU0356,2025-05-07,P152,2,145.33,False,Sadik
INV000596,CU0083,2025-05-07,P148,3,58.96,False,Sadik
