temperature,vibration,pressure,rpm,oil_quality,load,age_months,error_count,sensor_9,sensor_10,sensor_11,sensor_12,failure
101.98,0.516,104.69,995.139,66.301,34.947,97.537,2.0,3.567,-6.618,-1.134,1.298,0
98.758,6.834,122.848,1648.739,60.891,14.757,39.546,0.0,2.457,-0.128,3.585,-1.716,0
86.224,3.187,75.399,2073.517,61.581,38.336,93.188,1.0,-2.174,3.941,3.05,0.369,0
79.206,2.773,105.034,1718.548,60.8,57.603,46.605,4.0,0.125,0.122,2.097,-0.809,1
51.437,3.337,115.657,1374.313,72.29,44.678,63.072,8.0,0.611,-1.763,1.558,-0.582,0
82.064,3.802,129.297,1989.02,54.178,63.083,61.441,1.0,-1.644,3.221,3.623,-1.276,0
82.277,2.175,68.093,1821.119,18.991,31.86,86.657,-0.0,1.232,3.274,-2.357,1.401,1
88.415,3.384,81.224,1329.194,100.0,31.95,2.161,10.0,0.518,-4.951,6.04,-0.457,0
96.298,4.134,94.598,1900.967,65.087,22.453,77.634,-0.0,3.025,-0.59,2.123,-1.766,1
47.172,2.954,77.101,1295.291,70.251,81.95,44.298,0.0,1.742,2.293,-7.739,0.434,1
47.869,4.371,88.655,1127.82,83.705,74.284,34.914,7.0,-1.114,-0.952,-1.343,-0.574,1
75.623,4.259,111.344,1424.286,70.158,48.466,78.294,0.0,2.333,-1.269,-1.341,-1.207,0
61.179,4.815,75.387,896.402,40.516,73.742,64.629,-0.0,1.529,-0.501,-8.376,0.362,1
89.147,3.65,123.017,1835.547,39.056,15.0,67.868,2.0,2.753,0.023,3.205,-1.58,0
66.106,4.166,122.758,2037.813,49.151,21.145,80.954,0.0,0.057,5.508,2.372,1.29,0
114.783,6.114,82.734,1612.595,86.664,27.411,135.857,4.0,2.909,-6.406,2.665,-1.128,1
81.827,2.978,118.817,1538.791,49.261,27.752,91.474,1.0,3.551,-1.987,-0.038,-0.269,0
80.393,3.516,104.662,1145.588,41.111,94.431,34.908,1.0,0.232,-0.681,-4.265,-0.795,1
85.938,2.972,96.507,1153.18,60.541,53.966,84.89,4.0,4.81,-6.282,-3.39,0.398,0
89.009,1.211,77.624,1766.651,91.057,14.793,94.564,-0.0,2.353,-1.123,2.034,0.195,1
52.983,2.405,101.759,1245.182,36.14,89.351,69.705,2.0,-0.856,1.59,-5.196,-1.452,0
62.014,4.645,118.43,2298.787,27.374,55.51,28.563,4.0,3.662,2.953,0.511,2.536,0
22.763,4.558,81.24,973.357,71.492,63.625,71.885,7.0,2.994,-2.651,-6.811,-0.083,1
83.505,2.259,119.88,2075.467,43.657,45.083,52.862,3.0,0.136,2.369,4.021,-0.027,0
114.658,2.728,82.853,1438.891,100.0,13.438,18.518,6.0,0.367,-4.463,7.785,1.898,0
49.27,4.281,91.509,1526.088,48.372,37.549,27.985,6.0,-2.466,3.779,2.004,-0.355,0
60.13,3.962,87.559,1665.228,100.0,68.123,52.524,5.0,-2.076,0.527,2.657,-2.177,1
93.513,6.215,138.334,1664.19,56.391,39.35,67.185,0.0,3.535,-1.615,1.406,-0.948,0
29.521,3.41,102.722,1734.519,50.902,53.476,52.043,8.0,-2.459,4.297,1.418,-0.743,0
97.281,1.252,76.262,1377.112,89.526,18.162,107.877,2.0,1.663,-3.732,1.509,1.437,1
76.09,2.162,107.489,1451.753,70.785,8.05,52.986,0.0,5.158,-0.353,-1.365,-0.86,0
62.324,4.457,111.711,1718.421,24.962,64.998,71.189,-0.0,1.008,3.207,-3.112,-0.681,1
83.566,1.963,87.674,1374.539,100.0,38.691,11.28,7.0,2.637,-5.15,3.531,0.138,0
93.672,0.0,79.558,1395.191,88.709,50.797,52.832,3.0,1.36,-3.563,1.085,-1.484,0
69.138,3.272,121.99,1910.927,53.187,45.028,54.056,0.0,2.192,2.841,0.135,-0.222,0
101.209,4.255,85.639,2055.913,100.0,26.115,106.803,3.0,-0.081,-1.593,6.697,1.215,0
58.163,4.406,79.725,1043.111,69.989,29.331,61.589,-0.0,0.528,0.575,-2.876,1.151,1
111.132,5.966,97.368,1481.76,62.937,47.69,106.27,0.0,1.971,-3.768,0.278,1.824,0
47.893,3.596,82.936,983.6,40.897,53.603,46.237,0.0,1.362,2.094,-7.277,-0.768,1
80.456,4.896,110.718,1663.858,72.691,81.139,90.054,1.0,0.055,-0.519,-0.505,-0.702,0
93.3,5.053,118.75,1355.61,68.258,65.702,55.369,6.0,-1.212,-2.788,3.331,-2.662,1
60.012,5.843,104.967,2299.915,27.691,40.711,70.02,3.0,3.082,3.395,0.135,-0.611,0
70.333,4.446,67.928,801.624,72.268,22.039,54.858,0.0,-0.492,2.284,-4.406,-0.558,1
79.949,4.921,108.235,1597.228,69.792,31.082,91.071,0.0,0.284,1.289,1.065,0.501,0
49.973,5.487,96.405,806.125,51.487,0.0,83.56,3.0,0.137,0.058,-1.571,-1.291,1
69.906,3.129,121.019,2143.404,24.472,26.029,89.216,4.0,1.242,3.023,2.763,-1.286,0
83.329,0.96,94.42,1618.493,53.613,68.733,86.498,6.0,0.882,-2.276,-0.181,-1.172,0
47.133,4.417,97.526,726.505,76.035,56.577,63.593,-0.0,0.29,-0.704,-5.261,0.378,1
76.162,1.593,106.037,1807.76,65.448,45.59,27.339,0.0,0.215,3.453,1.528,1.809,0
92.988,4.316,108.295,1621.899,62.73,40.728,56.994,3.0,0.46,-0.897,3.125,-0.64,1
105.056,4.867,65.759,1040.947,75.633,55.501,36.084,2.0,0.198,-3.577,-0.593,-0.957,0
60.147,4.792,52.261,1739.873,100.0,57.086,93.754,0.0,4.347,-1.787,-4.396,-0.339,1
79.122,3.624,111.853,2026.634,54.396,75.149,50.749,2.0,-0.127,2.047,1.689,-0.111,0
71.918,5.179,109.239,1657.097,51.353,33.242,46.914,0.0,3.552,0.781,-0.964,-0.332,0
86.978,4.278,74.846,1030.344,89.927,56.491,2.173,4.0,2.175,-4.741,-0.6,0.505,0
91.699,4.989,124.565,1788.981,55.43,42.652,61.527,1.0,0.335,0.678,3.465,1.639,0
125.906,3.28,67.678,1066.459,79.559,38.133,42.548,1.0,1.612,-5.435,0.903,-0.409,0
72.395,3.85,79.749,1645.974,81.637,79.379,61.075,0.0,1.728,0.009,-3.247,-0.893,1
89.01,2.337,85.357,1973.536,77.847,25.85,74.157,0.0,2.007,1.185,1.935,-1.4,1
65.372,3.518,59.311,2323.62,100.0,33.153,82.615,0.0,1.585,2.288,2.59,0.854,1
128.513,3.348,82.693,698.31,95.051,50.554,1.0,1.0,0.874,-6.809,1.665,1.404,0
55.114,6.511,90.929,726.405,61.802,50.501,84.433,7.0,1.287,-4.429,-3.95,-0.857,1
67.682,5.337,85.561,1582.679,99.194,55.42,35.48,8.0,1.933,-3.506,2.093,-1.746,0
98.986,5.524,87.3,1805.866,100.0,21.953,38.884,5.0,1.538,-3.161,6.774,-0.975,0
69.615,4.276,101.864,1888.227,47.164,65.809,94.048,2.0,2.129,0.394,-1.775,0.487,0
66.781,6.692,84.0,1460.932,76.215,61.137,33.508,6.0,-0.096,-0.749,0.584,-0.575,0
70.724,3.648,125.59,1921.089,65.061,65.335,47.258,0.0,1.085,2.527,0.679,0.704,0
75.395,3.038,126.872,1993.954,47.887,69.037,61.599,3.0,1.765,0.414,1.258,-0.177,0
73.492,4.286,96.459,1115.963,54.545,28.143,64.619,0.0,-0.881,2.934,-2.025,-0.322,1
45.607,2.311,73.002,1963.668,100.0,79.293,38.491,2.0,0.723,2.179,-0.991,-0.045,1
65.101,4.081,70.924,1387.86,78.632,57.84,61.901,-0.0,2.21,-0.381,-4.106,0.603,1
67.763,3.677,117.368,2483.05,28.583,50.376,114.315,5.0,-1.726,5.146,4.082,-0.736,0
70.579,5.8,86.981,864.771,52.426,75.217,14.922,6.0,-0.765,-2.123,-2.434,0.261,0
42.62,3.885,89.67,1733.311,76.197,27.628,15.142,12.0,-0.947,1.097,5.322,0.32,0
76.456,3.375,91.204,1654.496,69.012,60.819,53.479,2.0,0.264,0.508,0.187,-1.424,0
71.837,6.32,107.018,2255.641,47.485,42.477,56.234,1.0,0.03,4.89,2.88,1.304,0
92.317,4.522,76.667,1499.216,74.571,31.234,32.289,3.0,0.951,-1.432,2.437,-0.367,0
83.761,1.677,90.579,1491.641,64.274,88.716,111.606,6.0,-0.276,-3.424,-1.178,-0.561,0
67.536,2.648,97.626,1965.158,57.069,52.166,59.983,0.0,-1.456,5.437,0.915,1.316,0
107.3,3.947,120.324,1285.693,57.354,19.418,74.839,1.0,4.871,-5.608,1.104,1.886,0
105.407,3.492,108.198,1292.247,71.437,54.498,34.472,-0.0,1.104,-2.421,1.074,-1.08,0
96.72,5.269,75.812,1720.228,97.438,18.386,14.784,5.0,0.76,-1.638,6.255,-0.879,0
110.09,5.784,89.31,980.691,79.009,27.867,20.053,6.0,-0.225,-4.862,4.308,-0.915,0
78.706,7.33,132.292,2038.502,41.392,62.13,46.193,3.0,1.412,1.511,2.288,-1.477,0
68.803,5.491,93.462,1018.032,79.954,20.689,1.0,9.0,-1.635,-1.082,5.12,0.372,0
85.483,3.141,104.914,1685.216,56.662,100.0,88.541,6.0,1.262,-3.317,-1.359,-0.824,0
77.464,5.628,95.436,1715.53,85.415,42.795,67.22,5.0,-0.512,-0.54,3.793,1.384,1
84.639,3.418,86.873,1216.718,51.147,53.071,58.882,3.0,0.221,-1.382,-1.237,1.0,0
74.996,4.205,96.77,1150.785,61.39,54.646,39.905,6.0,-0.603,-1.795,0.558,-0.038,0
123.191,5.596,104.748,988.618,41.496,53.078,89.013,0.0,1.8,-4.872,-1.891,-1.227,1
74.29,5.125,92.787,2049.928,100.0,22.972,67.993,4.0,-0.948,1.317,6.823,-0.071,1
86.232,4.425,87.083,1663.751,53.461,68.095,116.902,6.0,0.222,-2.294,-0.264,-1.07,0
68.512,2.192,96.991,1913.46,52.946,29.07,65.171,0.0,0.726,3.98,0.783,1.598,0
80.986,3.806,86.82,1466.847,100.0,35.027,1.52,8.0,1.258,-3.854,5.337,-0.834,0
55.492,2.897,77.346,1868.931,100.0,34.109,20.866,10.0,1.802,-1.68,4.655,-0.819,0
68.224,5.249,117.759,1726.61,35.9,23.715,81.1,1.0,3.307,0.947,-0.487,0.137,0
98.925,5.881,79.944,1271.271,63.717,64.103,59.169,1.0,0.411,-2.369,-1.188,0.635,0
80.162,5.856,102.484,809.66,91.72,56.494,1.0,7.0,2.628,-6.577,0.232,-0.897,0
77.347,4.889,97.58,1949.854,72.647,73.361,45.102,1.0,1.516,0.883,0.101,1.709,1
63.957,4.113,47.221,2027.252,100.0,9.241,89.413,0.0,3.708,2.124,-0.848,-1.133,1
73.819,4.02,89.685,1861.215,54.606,45.094,64.358,1.0,2.769,0.903,-0.961,0.93,0
76.271,3.693,95.746,1642.489,63.58,60.626,84.306,2.0,3.499,-2.146,-2.336,1.311,0
75.94,6.509,88.488,1905.504,56.083,33.202,49.162,-0.0,1.463,2.797,0.73,-0.053,0
51.213,5.805,100.839,775.734,60.095,33.321,66.306,0.0,-0.042,1.304,-4.443,-1.312,1
73.827,5.039,78.846,2291.812,100.0,33.461,52.382,0.0,0.177,4.715,3.442,-1.569,1
98.598,4.797,106.459,1661.48,61.02,25.611,99.898,1.0,0.103,-0.353,3.178,-0.574,0
42.124,4.919,100.044,650.28,78.089,40.88,75.302,6.0,0.95,-3.547,-3.26,-0.332,1
61.597,3.136,82.26,1624.819,18.118,74.569,26.036,8.0,3.371,-0.744,-4.006,1.192,1
82.01,3.227,82.993,1693.239,84.36,67.273,73.454,2.0,3.176,-2.618,-1.639,-0.221,0
64.306,4.664,130.008,2197.635,34.894,19.459,64.303,0.0,5.402,2.556,0.431,-0.215,0
84.66,3.371,99.646,1357.014,54.027,45.341,63.697,2.0,3.765,-3.13,-1.914,-1.451,0
65.685,5.421,115.512,1774.717,50.713,82.594,77.167,4.0,2.713,-1.093,-2.25,-0.597,0
161.738,2.107,83.543,775.849,100.0,0.916,1.0,3.0,3.853,-11.669,7.8,0.878,0
64.148,2.797,113.579,2079.378,47.33,38.74,56.151,0.0,0.515,4.66,1.773,0.688,0
54.681,3.738,90.823,2679.589,43.434,52.204,100.608,1.0,-3.939,9.824,3.486,0.947,0
49.411,5.009,93.985,863.802,64.053,82.988,41.163,7.0,2.226,-4.042,-5.501,0.573,1
75.98,5.357,117.087,1651.082,59.768,19.706,74.721,0.0,2.624,1.133,0.47,-0.752,0
40.305,3.697,69.464,495.138,77.553,68.136,25.183,3.0,2.411,-3.047,-8.414,0.085,1
69.535,1.629,96.053,791.439,37.038,57.208,13.509,5.0,-3.631,0.917,-0.432,-0.23,0
72.477,4.375,83.58,1906.917,32.66,48.012,64.595,1.0,1.541,2.987,-1.697,-0.104,1
139.718,4.802,93.686,1329.232,100.0,20.926,57.85,2.0,3.299,-8.736,6.055,0.404,0
79.221,2.348,76.82,1718.749,74.328,33.311,46.586,0.0,0.001,2.997,0.781,-0.979,0
64.298,5.165,109.675,1371.516,99.298,77.466,75.03,5.0,4.051,-5.87,-1.928,-1.139,0
89.536,3.223,102.313,1186.545,84.065,69.953,29.091,0.0,2.838,-3.379,-2.18,-0.097,0
65.141,5.437,77.108,1059.944,88.317,55.395,73.224,6.0,0.51,-3.743,-1.455,-0.677,1
74.941,3.916,137.821,1972.168,60.525,33.942,46.119,0.0,-0.483,5.543,3.426,-1.257,0
104.905,3.457,110.659,1835.99,71.784,32.49,67.574,1.0,0.782,-0.917,4.906,0.747,1
61.862,2.584,71.237,1784.872,90.917,20.896,62.787,0.0,3.01,1.64,-0.824,0.658,1
100.661,7.095,88.72,741.98,74.269,65.222,27.323,4.0,1.508,-6.191,-1.675,-0.104,0
77.179,4.807,70.859,1188.563,86.212,59.088,84.605,2.0,1.285,-2.955,-2.958,1.463,1
104.401,4.643,111.705,1898.698,57.075,43.291,54.217,2.0,-1.417,1.192,5.612,-1.705,0
59.954,3.39,103.939,796.91,72.691,81.689,66.228,2.0,0.495,-2.789,-5.05,0.715,1
88.706,4.062,120.695,1971.316,54.669,84.044,27.767,3.0,1.838,-0.536,1.567,1.524,0
94.937,3.165,119.145,1702.306,65.913,81.019,41.23,2.0,0.11,-0.794,1.831,-1.358,0
60.271,4.17,90.365,1295.957,80.376,79.139,39.967,4.0,0.871,-1.482,-2.472,-0.085,0
34.714,4.105,90.452,1504.135,76.58,65.724,15.857,8.0,-0.673,1.516,-0.036,0.929,0
114.875,3.994,95.423,1044.812,100.0,49.097,37.551,5.0,3.498,-9.307,2.516,1.786,0
25.832,4.072,72.591,1015.218,71.508,70.21,1.0,10.0,-2.731,2.439,-0.885,-0.153,0
98.261,4.684,87.077,1430.516,76.597,35.92,90.779,1.0,1.909,-3.079,0.489,-0.485,0
89.167,4.102,105.964,1444.139,73.862,44.359,52.512,0.0,0.422,-0.154,1.164,1.236,0
60.667,5.631,93.199,819.712,72.016,68.946,1.0,8.0,0.464,-3.49,-1.609,0.04,0
57.612,1.752,94.349,1801.656,80.058,100.0,19.392,2.0,-0.548,2.481,-1.784,0.065,1
88.836,4.796,94.286,1751.631,62.181,14.669,79.779,0.0,1.193,1.505,1.942,-0.986,0
85.057,4.541,107.088,1538.606,64.775,67.657,81.355,2.0,1.613,-2.359,-0.597,-1.241,0
49.443,5.228,63.406,1549.691,61.828,100.0,47.217,0.0,2.879,2.047,-10.102,-1.234,1
99.448,3.878,87.748,1469.117,91.585,29.776,35.901,4.0,2.315,-4.058,3.52,0.959,0
96.272,3.496,90.449,1162.219,97.025,41.898,15.347,5.0,2.439,-5.74,2.415,1.201,0
70.849,3.517,117.682,1892.51,65.559,10.783,58.378,0.0,1.499,4.689,1.871,-0.335,0
95.744,5.206,78.624,1617.89,100.0,12.429,1.0,8.0,2.491,-5.084,8.244,0.714,0
43.883,5.203,104.062,1193.359,68.008,69.025,43.949,8.0,-1.105,-0.78,-0.462,1.272,0
81.153,3.749,97.522,1146.42,75.783,62.711,69.305,8.0,-0.867,-4.055,1.391,0.456,1
71.328,4.184,93.664,1565.225,56.944,70.014,50.7,1.0,1.416,0.51,-2.528,0.243,0
30.737,2.911,117.7,1114.567,49.824,22.643,42.493,7.0,1.55,0.005,-0.787,0.413,1
40.215,3.079,89.67,1886.8,11.222,47.074,70.957,5.0,3.117,2.937,-3.997,-0.187,1
80.976,3.696,67.776,686.112,87.975,65.142,1.0,8.0,0.918,-5.558,-0.664,-0.273,0
67.728,7.475,120.458,2025.937,39.184,68.405,75.682,3.0,1.884,1.176,-0.103,0.323,0
67.368,3.388,109.466,2138.949,61.326,60.873,43.605,0.0,0.456,5.048,0.605,-0.366,0
66.727,2.688,85.559,1067.864,91.321,70.009,1.644,6.0,1.826,-4.116,-1.153,3.216,0
86.507,5.399,107.517,1697.796,62.593,35.063,81.913,-0.0,2.007,-0.39,1.029,-1.551,0
105.333,4.682,106.137,1510.708,66.434,86.438,65.98,5.0,-1.202,-2.924,2.073,0.163,0
72.153,6.926,111.423,1326.787,69.582,70.163,26.182,0.0,3.843,-1.556,-3.694,0.041,0
36.105,4.815,88.442,821.62,73.9,32.813,69.518,6.0,1.718,-2.554,-3.525,1.609,1
108.237,4.713,91.289,1451.496,81.234,80.181,72.079,4.0,-2.458,-2.51,2.666,-0.226,0
76.169,4.863,133.31,2102.769,47.204,79.807,44.126,1.0,-0.21,3.122,2.086,-0.647,0
79.56,4.554,89.174,1649.215,83.681,48.727,65.763,6.0,1.2,-2.373,2.117,-1.205,0
60.035,4.422,74.054,1018.566,97.697,52.93,1.0,10.0,0.44,-3.315,1.447,1.197,0
92.493,5.183,121.071,1556.232,65.742,69.45,47.336,2.0,0.501,-1.354,1.585,-0.524,0
115.237,3.469,79.608,1303.691,100.0,23.781,11.191,4.0,2.864,-6.36,4.89,-1.053,0
75.908,3.877,128.176,1821.581,53.373,40.75,53.589,-0.0,1.952,1.478,1.566,0.149,0
78.284,4.425,85.611,1424.072,100.0,24.398,1.0,11.0,0.23,-3.904,7.192,0.617,0
42.807,2.658,82.777,1210.163,50.171,55.47,35.466,0.0,1.471,3.818,-6.943,1.127,1
36.98,3.517,88.219,1302.017,82.04,95.573,26.191,8.0,1.226,-1.771,-3.707,1.612,0
35.74,2.808,80.766,888.84,86.67,63.407,56.878,2.0,1.863,-1.363,-6.398,-0.87,1
74.862,3.665,118.298,246.85,30.081,85.41,27.833,2.0,-0.382,-3.36,-6.395,0.267,0
93.311,2.093,108.437,1124.205,53.786,75.145,50.956,1.0,-1.363,-1.074,-0.784,-1.073,1
74.997,2.346,96.676,1956.473,58.61,44.402,32.642,0.0,2.842,2.746,-0.48,0.181,0
67.452,3.778,93.633,1991.969,59.789,37.033,68.754,0.0,-0.756,5.908,0.689,-0.451,0
107.86,3.305,112.095,1409.65,78.167,35.323,19.706,0.0,-0.52,0.654,3.542,-1.435,0
55.083,3.776,66.654,2146.907,88.035,48.504,25.211,0.0,2.288,7.385,-3.417,0.244,1
69.525,2.181,102.412,1664.984,58.126,13.067,53.586,0.0,4.887,1.197,-1.642,3.318,0
68.067,3.538,60.868,1556.384,95.31,45.424,86.133,0.0,1.512,-0.435,-2.01,0.101,1
87.261,6.545,94.227,1811.137,76.172,36.355,83.985,4.0,-0.184,-0.355,3.82,-0.535,0
103.079,2.178,89.592,1020.312,67.365,52.271,50.728,6.0,0.795,-5.644,0.957,-1.245,0
79.289,3.093,124.17,2034.689,41.524,60.065,57.671,1.0,0.124,2.887,2.107,0.465,1
93.59,5.843,109.479,1722.765,65.279,70.133,59.472,1.0,0.714,-0.889,1.212,0.022,0
65.307,4.681,92.058,1095.185,62.316,42.993,66.723,2.0,0.62,-0.997,-2.093,-0.265,1
55.097,3.272,106.59,2392.158,30.371,38.205,35.254,2.0,1.174,6.567,1.78,-1.583,0
57.953,4.239,102.059,2169.235,38.089,34.907,49.151,0.0,2.165,5.424,-0.278,-0.2,0
52.032,3.029,56.784,1092.472,82.348,92.687,89.091,3.0,2.757,-3.531,-8.522,-0.461,1
64.778,4.145,127.887,2146.453,36.026,81.529,62.873,5.0,1.352,1.63,0.62,1.392,0
101.458,3.824,75.181,1963.981,82.049,12.124,107.474,0.0,4.826,-1.557,0.565,-0.897,1
112.731,3.104,126.828,1169.182,77.962,45.925,84.952,1.0,2.51,-6.093,1.598,0.42,0
49.177,4.619,115.56,1163.553,48.053,62.295,61.05,4.0,0.525,-0.27,-2.733,1.565,0
68.684,4.499,110.453,1580.46,53.2,61.422,81.555,-0.0,1.197,0.854,-2.073,-1.392,0
71.129,0.731,82.422,1206.93,100.0,60.429,3.691,9.0,2.907,-6.211,1.138,1.769,0
92.839,3.578,90.67,1378.777,80.424,34.168,44.599,3.0,1.124,-2.652,2.438,0.257,0
87.347,4.631,98.011,1021.012,72.437,56.001,21.455,2.0,-0.013,-2.253,0.062,0.292,0
80.414,3.502,116.029,1829.991,63.781,53.217,67.741,0.0,-0.043,1.997,1.752,0.728,0
106.455,5.282,117.302,1106.574,85.422,63.913,70.911,0.0,1.768,-5.187,-0.065,-0.868,0
75.398,7.014,72.971,1662.543,67.439,73.602,69.17,2.0,0.843,-0.049,-2.288,1.28,0
105.88,1.792,101.647,1514.587,48.521,61.335,80.35,1.0,3.671,-3.885,-1.698,0.894,1
77.209,6.323,75.598,1643.983,97.226,56.285,76.456,1.0,0.053,-0.19,0.275,1.796,1
71.974,6.307,85.978,1442.376,68.864,46.877,9.181,4.0,0.295,0.167,1.158,0.99,0
76.697,1.35,102.66,1414.875,94.943,49.522,39.259,4.0,1.654,-3.078,1.962,-0.68,0
64.298,4.848,95.272,1790.171,100.0,50.139,39.35,6.0,3.045,-3.063,2.742,0.124,0
83.566,6.938,68.134,1539.715,100.0,16.886,1.0,9.0,0.556,-2.963,6.757,0.856,0
73.371,3.993,79.544,1487.873,89.221,63.32,33.339,5.0,1.401,-2.329,0.168,2.139,0
78.706,4.774,131.773,2087.269,42.456,73.745,22.277,2.0,1.428,2.002,2.029,-0.206,0
71.014,2.886,106.807,2047.417,34.68,65.917,72.893,0.0,0.686,4.58,-1.676,1.177,1
61.626,0.488,103.992,704.981,64.0,16.453,87.785,2.0,-0.58,-1.343,-1.218,0.444,1
128.842,4.228,87.91,680.609,100.0,35.006,1.0,4.0,2.671,-9.391,3.279,0.58,0
62.309,5.083,106.655,1771.725,59.423,39.736,73.285,0.0,1.4,3.347,-1.142,-0.723,0
101.253,4.574,74.931,950.776,69.726,39.979,107.218,0.0,2.202,-4.403,-3.602,-1.781,1
77.786,4.383,110.165,1761.458,74.747,44.09,38.139,0.0,0.84,3.328,0.656,0.156,0
81.093,6.535,87.842,1118.238,73.551,46.863,11.362,3.0,-0.24,-1.259,0.784,-1.117,0
82.317,3.186,94.065,2755.522,95.878,24.831,75.933,2.0,2.966,1.869,6.396,0.35,1
84.158,4.678,116.991,1939.742,37.621,48.945,79.241,4.0,1.458,0.17,1.984,-1.134,0
66.764,4.041,128.967,2242.868,34.137,45.791,70.323,2.0,2.706,2.855,1.353,-0.646,0
110.898,3.341,84.445,1141.044,83.276,34.163,40.579,0.0,1.42,-3.357,0.995,1.947,0
88.576,5.139,97.431,1785.908,57.012,21.336,66.662,1.0,2.046,0.363,2.069,1.431,0
99.353,3.177,90.729,1601.386,46.986,48.177,78.418,0.0,3.877,-0.874,-3.218,0.706,1
93.064,5.236,82.28,1209.534,100.0,50.919,10.852,6.0,3.543,-6.932,1.652,1.579,0
90.153,2.045,99.986,1577.937,67.304,50.208,58.649,1.0,0.882,-0.531,0.896,-1.2,0
114.841,3.399,79.676,686.193,95.698,73.127,52.556,2.0,-0.235,-6.733,-1.016,-0.653,0
67.743,3.788,83.865,1050.661,80.696,82.028,32.835,4.0,2.711,-4.232,-4.348,0.248,0
50.214,5.043,83.058,759.932,48.4,23.809,36.895,2.0,1.295,0.127,-4.399,-1.096,1
74.25,4.262,74.087,1616.077,49.961,55.958,40.302,2.0,2.779,-0.057,-2.764,0.906,0
89.911,4.1,89.917,1778.042,85.763,61.338,66.502,0.0,0.219,0.376,1.028,-0.686,1
72.554,3.383,93.692,1776.965,100.0,0.0,1.0,11.0,-0.893,-0.724,11.026,1.908,0
82.025,1.846,128.291,1808.567,53.338,28.938,76.936,-0.0,0.928,1.54,2.879,0.463,0
55.237,3.943,118.703,1563.722,70.6,56.301,81.721,5.0,1.577,-1.235,-0.034,0.84,0
82.907,4.802,101.769,1806.466,62.669,77.11,19.646,1.0,1.42,0.744,-0.107,-0.516,0
94.229,2.257,126.995,1873.995,39.483,97.429,15.245,0.0,-0.19,2.77,-0.024,1.404,1
86.397,2.763,99.353,1405.581,57.867,52.063,80.268,0.0,-1.055,2.763,-1.758,1.706,1
88.944,5.163,93.594,1092.906,74.564,73.908,50.709,0.0,2.331,-3.845,-3.355,2.0,0
103.138,3.394,108.935,1620.861,63.905,66.672,37.926,2.0,0.589,-1.508,2.111,0.016,0
70.862,2.601,90.697,734.586,59.098,0.707,82.944,0.0,-0.974,0.605,-1.312,1.349,1
87.168,5.365,84.763,1775.575,100.0,38.679,57.151,8.0,0.152,-3.165,6.061,0.489,0
89.064,5.734,91.722,1339.719,91.037,37.738,22.053,6.0,0.291,-3.366,4.299,-2.171,0
73.992,2.259,90.569,1183.714,100.0,55.848,18.696,8.0,3.119,-6.24,0.947,-1.163,0
89.392,1.004,98.636,1431.668,75.343,75.853,52.435,1.0,0.044,-1.557,-0.122,-1.496,0
81.914,3.314,143.132,2014.086,46.671,29.413,91.284,-0.0,0.766,2.25,4.01,0.332,0
77.788,5.352,83.654,1811.868,75.785,43.396,68.272,0.0,1.958,1.002,-0.39,-0.777,1
70.977,2.293,113.914,1703.364,41.107,55.949,65.653,4.0,3.58,-1.221,-1.35,-1.615,0
80.883,2.464,82.459,1590.214,55.7,41.304,120.845,3.0,0.417,-0.727,-0.501,1.07,0
45.167,3.604,87.084,891.93,90.535,93.853,1.0,7.0,1.542,-3.768,-4.281,0.913,0
80.783,6.111,92.007,1141.715,36.627,31.232,91.27,2.0,0.145,-0.784,-1.439,-0.869,1
62.513,4.023,105.594,2138.393,49.383,46.826,17.589,0.0,1.599,5.225,0.693,0.041,0
83.676,4.474,102.031,1397.881,69.642,50.215,53.025,0.0,2.37,-1.221,-1.313,-0.107,0
64.982,6.268,84.599,1449.693,25.756,25.375,87.348,0.0,0.608,3.369,-3.175,0.311,1
107.564,2.34,71.181,973.391,82.386,66.624,30.329,3.0,2.322,-6.197,-1.783,1.042,0
72.58,4.732,109.236,1996.594,33.824,79.489,73.15,6.0,2.719,-0.793,-0.993,-1.073,0
87.506,5.446,100.551,1320.264,27.987,72.173,92.907,0.0,-0.186,0.502,-3.841,0.531,0
59.202,2.537,122.728,2362.2,24.119,52.855,53.208,3.0,0.172,5.693,2.372,-0.478,0
82.817,3.667,106.523,1659.837,55.853,31.825,89.71,1.0,0.182,0.685,1.877,-1.01,0
105.427,2.288,111.275,1129.623,49.04,84.232,80.55,6.0,0.049,-5.473,-0.294,0.254,1
94.689,6.77,98.336,1067.283,72.1,44.662,30.661,2.0,-0.033,-2.436,1.236,-0.478,0
141.672,4.959,72.606,1371.363,100.0,9.236,12.851,4.0,5.423,-10.115,6.663,0.871,0
83.208,4.552,115.797,1630.78,58.19,64.336,73.988,1.0,2.389,-1.517,-0.774,0.279,0
66.537,3.095,97.521,938.074,48.196,36.199,57.877,-0.0,0.043,0.633,-2.994,-1.411,1
86.161,2.924,122.728,1734.813,60.915,67.41,82.73,2.0,-0.97,0.474,2.105,0.133,0
63.692,4.59,78.409,2091.979,94.285,5.952,47.849,0.0,1.867,4.503,2.365,0.725,1
72.912,2.776,83.235,1183.815,100.0,39.068,1.0,8.0,0.759,-3.226,3.462,-0.912,0
93.113,2.518,119.156,1245.607,56.111,41.066,82.695,3.0,4.337,-5.373,-0.872,0.991,0
